Type of Fault,Test Pattern,Fault-Free Response
0,00000110000000000000000000000000000000000,00000110000000000000000000000000
0,00000110000000000000000001000100000000001,00000110000000000000000001000100
0,00001110000000000000010000000100000000001,00001100000000000000010000000100
0,00000000000000000100000000000000100000000,00000000110101010111110101000011
0,00000001000000000100000000000000001000000,00000001011010111101110110010110
0,00000000000000000000011000000000000100100,00000000101010101100110100000011
0,00000010000000000000010000000000010100100,00000010001110001010110101001101
0,00000000000000000100000000000000100100001,00000000101111010010001000011010
0,00000100000000000110001000000000001000001,00000100011111011001100100010001
1,00000000000000010000000000000000000000000,00000000000000000000000000000000
1,00000000000010000000000000000000000000000,00000000000000000000000000000000
1,00000000000000010000011000000000000000001,00000000000000010000011000000000
1,00000000000010000000011000000000000000000,00000000000010000000011000000000
1,00000000000000000000010000000000000000000,00000000000000000000000000000000
1,00000000000000000000001000000000000000000,00000000000000000000000000000000
1,00000000000000100000000000000000000000000,00000000000000000000000000000000
1,00000000000000100000011000000000000000001,00000000000000100000011000000000
1,00000000000000110000010000000000000000000,00000000000000110100010000000000
1,00000000000000110000001000000000000000001,00000000000000110010001000000000
1,00000000000000010000001100000000000000000,00000000000100010000001100000000
1,00000000000000100000001100000000000000000,00000000001000100000001100000000
1,00000000000010000000001100000000000000000,00000000100010000000001100000000
1,00000000000000010000010100000000000000001,00000000000000010000010100000000
1,00000000000000100000010100000000000000001,00000000000000100000010100000000
1,00000000000010000000010100000000000000001,00000000000010000000010100000000
1,00000000000000000000000100000000000000000,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000000100000000000000000,00000000100010110010000100000000
1,00000000100010000000000100000000000000001,00000000100010000000001100000000
1,00000000100010110000011100000000000000001,00000000100010110100011100000000
1,00000000100010110000001000000000000000001,00000000100010110001001000000000
1,00000000100010000000011100000000000000001,00000000100010000000001100000000
1,00000000100010000000001000000000000000001,00000000100010000000001100000000
1,00000000100010100000000000000000000000000,00000000101010100000000000000000
1,00000000000000010000000000000000000000001,00000000000000000000000000000000
1,00000000000010000000000000000000000000001,00000000000000000000000000000000
1,00000000000000010000011000000000000000000,00000000000000010000011000000000
1,00000000000010000000011000000000000000000,00000000000010000000011000000000
1,00000000000000000000010000000000000000001,00000000000000000000000000000000
1,00000000000000000000001000000000000000000,00000000000000000000000000000000
1,00000000000000100000000000000000000000000,00000000000000000000000000000000
1,00000000000000100000011000000000000000001,00000000000000100000011000000000
1,00000000000000110000010000000000000000001,00000000000000110100010000000000
1,00000000000000110000001000000000000000000,00000000000000110010001000000000
1,00000000000000010000001100000000000000001,00000000000100010000001100000000
1,00000000000000100000001100000000000000001,00000000001000100000001100000000
1,00000000000010000000001100000000000000000,00000000100010000000001100000000
1,00000000000000010000010100000000000000001,00000000000000010000010100000000
1,00000000000000100000010100000000000000000,00000000000000100000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000001,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000000100000000000000000,00000000100010110010000100000000
1,00000000100010000000000100000000000000001,00000000100010000000001100000000
1,00000000100010110000011100000000000000001,00000000100010110100011100000000
1,00000000100010110000001000000000000000000,00000000100010110001001000000000
1,00000000100010000000011100000000000000001,00000000100010000000001100000000
1,00000000100010000000001000000000000000000,00000000100010000000001100000000
1,00000000100010100000000000000000000000001,00000000101010100000000000000000
1,00000000000000010000000000000000000000000,00000000000000000000000000000000
1,00000000000010000000000000000000000000000,00000000000000000000000000000000
1,00000000000000010000011000000000000000001,00000000000000010000011000000000
1,00000000000010000000011000000000000000000,00000000000010000000011000000000
1,00000000000000000000010000000000000000000,00000000000000000000000000000000
1,00000000000000000000001000000000000000001,00000000000000000000000000000000
1,00000000000000100000000000000000000000000,00000000000000000000000000000000
1,00000000000000100000011000000000000000000,00000000000000100000011000000000
1,00000000000000110000010000000000000000000,00000000000000110100010000000000
1,00000000000000110000001000000000000000000,00000000000000110010001000000000
1,00000000000000010000001100000000000000000,00000000000100010000001100000000
1,00000000000000100000001100000000000000000,00000000001000100000001100000000
1,00000000000010000000001100000000000000001,00000000100010000000001100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000000100000010100000000000000000,00000000000000100000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000001,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000000100000000000000000,00000000100010110010000100000000
1,00000000100010000000000100000000000000001,00000000100010000000001100000000
1,00000000100010110000011100000000000000000,00000000100010110100011100000000
1,00000000100010110000001000000000000000000,00000000100010110001001000000000
1,00000000100010000000011100000000000000001,00000000100010000000001100000000
1,00000000100010000000001000000000000000001,00000000100010000000001100000000
1,00000000100010100000000000000000000000000,00000000101010100000000000000000
1,00000000000000010000000000000000000000001,00000000000000000000000000000000
1,00000000000010000000000000000000000000001,00000000000000000000000000000000
1,00000000000000010000011000000000000000000,00000000000000010000011000000000
1,00000000000010000000011000000000000000001,00000000000010000000011000000000
1,00000000000000000000010000000000000000000,00000000000000000000000000000000
1,00000000000000000000001000000000000000000,00000000000000000000000000000000
1,00000000000000100000000000000000000000001,00000000000000000000000000000000
1,00000000000000100000011000000000000000000,00000000000000100000011000000000
1,00000000000000110000010000000000000000001,00000000000000110100010000000000
1,00000000000000110000001000000000000000001,00000000000000110010001000000000
1,00000000000000010000001100000000000000000,00000000000100010000001100000000
1,00000000000000100000001100000000000000001,00000000001000100000001100000000
1,00000000000010000000001100000000000000001,00000000100010000000001100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000000100000010100000000000000001,00000000000000100000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000000,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000000100000000000000001,00000000100010110010000100000000
1,00000000100010000000000100000000000000000,00000000100010000000001100000000
1,00000000100010110000011100000000000000001,00000000100010110100011100000000
1,00000000100010110000001000000000000000000,00000000100010110001001000000000
1,00000000100010000000011100000000000000000,00000000100010000000001100000000
1,00000000100010000000001000000000000000001,00000000100010000000001100000000
1,00000000100010100000000000000000000000001,00000000101010100000000000000000
1,00000000000000010000000000000000000000000,00000000000000000000000000000000
1,00000000000010000000000000000000000000001,00000000000000000000000000000000
1,00000000000000010000011000000000000000000,00000000000000010000011000000000
1,00000000000010000000011000000000000000000,00000000000010000000011000000000
1,00000000000000000000010000000000000000000,00000000000000000000000000000000
1,00000000000000000000001000000000000000000,00000000000000000000000000000000
1,00000000000000100000000000000000000000001,00000000000000000000000000000000
1,00000000000000100000011000000000000000001,00000000000000100000011000000000
1,00000000000000110000010000000000000000000,00000000000000110100010000000000
1,00000000000000110000001000000000000000001,00000000000000110010001000000000
1,00000000000000010000001100000000000000001,00000000000100010000001100000000
1,00000000000000100000001100000000000000000,00000000001000100000001100000000
1,00000000000010000000001100000000000000001,00000000100010000000001100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000000100000010100000000000000001,00000000000000100000010100000000
1,00000000000010000000010100000000000000001,00000000000010000000010100000000
1,00000000000000000000000100000000000000000,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000000100000000000000000,00000000100010110010000100000000
1,00000000100010000000000100000000000000000,00000000100010000000001100000000
1,00000000100010110000011100000000000000000,00000000100010110100011100000000
1,00000000100010110000001000000000000000001,00000000100010110001001000000000
1,00000000100010000000011100000000000000001,00000000100010000000001100000000
1,00000000100010000000001000000000000000000,00000000100010000000001100000000
1,00000000100010100000000000000000000000000,00000000101010100000000000000000
1,00000000000000010000000000000000000000000,00000000000000000000000000000000
1,00000000000010000000000000000000000000001,00000000000000000000000000000000
1,00000000000000010000011000000000000000000,00000000000000010000011000000000
1,00000000000010000000011000000000000000000,00000000000010000000011000000000
1,00000000000000000000010000000000000000000,00000000000000000000000000000000
1,00000000000000000000001000000000000000001,00000000000000000000000000000000
1,00000000000000100000000000000000000000001,00000000000000000000000000000000
1,00000000000000100000011000000000000000001,00000000000000100000011000000000
1,00000000000000110000010000000000000000000,00000000000000110100010000000000
1,00000000000000110000001000000000000000000,00000000000000110010001000000000
1,00000000000000010000001100000000000000000,00000000000100010000001100000000
1,00000000000000100000001100000000000000000,00000000001000100000001100000000
1,00000000000010000000001100000000000000000,00000000100010000000001100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000000100000010100000000000000000,00000000000000100000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000001,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000000100000000000000001,00000000100010110010000100000000
1,00000000100010000000000100000000000000000,00000000100010000000001100000000
1,00000000100010110000011100000000000000001,00000000100010110100011100000000
1,00000000100010110000001000000000000000001,00000000100010110001001000000000
1,00000000100010000000011100000000000000001,00000000100010000000001100000000
1,00000000100010000000001000000000000000000,00000000100010000000001100000000
1,00000000100010100000000000000000000000000,00000000101010100000000000000000
1,00000000000000010000000000000000000000000,00000000000000000000000000000000
1,00000000000010000000000000000000000000001,00000000000000000000000000000000
1,00000000000000010000011000000000000000001,00000000000000010000011000000000
1,00000000000010000000011000000000000000001,00000000000010000000011000000000
1,00000000000000000000010000000000000000000,00000000000000000000000000000000
1,00000000000000000000001000000000000000001,00000000000000000000000000000000
1,00000000000000100000000000000000000000000,00000000000000000000000000000000
1,00000000000000100000011000000000000000001,00000000000000100000011000000000
1,00000000000000110000010000000000000000000,00000000000000110100010000000000
1,00000000000000110000001000000000000000001,00000000000000110010001000000000
1,00000000000000010000001100000000000000000,00000000000100010000001100000000
1,00000000000000100000001100000000000000000,00000000001000100000001100000000
1,00000000000010000000001100000000000000001,00000000100010000000001100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000000100000010100000000000000000,00000000000000100000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000001,00000000000000000000000000000000
1,00000000000000110000000100000000000000000,00000000000000110001000100000000
1,00000000100010110000000100000000000000001,00000000100010110010000100000000
1,00000000100010000000000100000000000000000,00000000100010000000001100000000
1,00000000100010110000011100000000000000000,00000000100010110100011100000000
1,00000000100010110000001000000000000000000,00000000100010110001001000000000
1,00000000100010000000011100000000000000001,00000000100010000000001100000000
1,00000000100010000000001000000000000000000,00000000100010000000001100000000
1,00000000100010100000000000000000000000001,00000000101010100000000000000000
0,00001100000010000000000000000000000000001,00001100000011000000000000000000
0,00001100000000000000000100000000000000000,00001100000000000000000100000001
0,00001100000000110000000100000000000000001,00001100000000110000000100010000
0,00001100000010000000001100000000000000000,00001100010010000000001100000000
0,00001100000000000000001000000000000000000,00001100000000000000001000000010
0,00001100000000110000001000000000000000001,00001100000000110000001000100000
0,00001100000010000000011000000000000000000,00001100000010000000011000000000
0,00001100000010000000010100000000000000001,00001100000010000000010100000000
0,00001100000000110000010000000000000000001,00001100000000110000010001000000
0,00001100000000000000010000000000000000000,00001100000000000000010000000100
0,00001100010010110000000100000000000000000,00001100010010110010000100000000
0,00001100010010000000000100000000000000000,00001100010010000000001100000000
0,00001100010010110000011100000000000000001,00001100010010110100011100000000
0,00001100010010110000001000000000000000000,00001100010010110001001000000000
0,00001100010010000000011100000000000000001,00001100010010000000001100000000
0,00001100010010000000001000000000000000000,00001100010010000000001100000000
0,00001100010010100000000000000000000000001,00001100011010100000000000000000
0,00001100010010010000000000000000000000000,00001100010110010000000000000000
0,00001100010000000000000000000000000000001,00001100110000000000000000000000
0,00001100010010100000011000000000000000000,00001100010010100000011000000000
0,00001100010010010000011000000000000000001,00001100010010010000011000000000
0,00001100010000000000011000000000000000001,00001100010000000000011000000000
0,00001100010010100000001100000000000000000,00001100010010000000001100000000
0,00001100010010010000001100000000000000001,00001100010010000000001100000000
0,00001100010000000000001100000000000000001,00001100010010000000001100000000
0,00001100000010000000000000000000000000001,00001100000011000000000000000000
0,00001100000000000000000100000000000000000,00001100000000000000000100000001
0,00001100000000110000000100000000000000001,00001100000000110000000100010000
0,00001100000010000000001100000000000000001,00001100010010000000001100000000
0,00001100000000000000001000000000000000001,00001100000000000000001000000010
0,00001100000000110000001000000000000000001,00001100000000110000001000100000
0,00001100000010000000011000000000000000001,00001100000010000000011000000000
0,00001100000010000000010100000000000000000,00001100000010000000010100000000
0,00001100000000110000010000000000000000000,00001100000000110000010001000000
0,00001100000000000000010000000000000000001,00001100000000000000010000000100
0,00001100010010110000000100000000000000001,00001100010010110010000100000000
0,00001100010010000000000100000000000000000,00001100010010000000001100000000
0,00001100010010110000011100000000000000001,00001100010010110100011100000000
0,00001100010010110000001000000000000000000,00001100010010110001001000000000
0,00001100010010000000011100000000000000000,00001100010010000000001100000000
0,00001100010010000000001000000000000000000,00001100010010000000001100000000
0,00001100010010100000000000000000000000001,00001100011010100000000000000000
0,00001100010010010000000000000000000000001,00001100010110010000000000000000
0,00001100010000000000000000000000000000000,00001100110000000000000000000000
0,00001100010010100000011000000000000000001,00001100010010100000011000000000
0,00001100010010010000011000000000000000001,00001100010010010000011000000000
0,00001100010000000000011000000000000000000,00001100010000000000011000000000
0,00001100010010100000001100000000000000000,00001100010010000000001100000000
0,00001100010010010000001100000000000000000,00001100010010000000001100000000
0,00001100010000000000001100000000000000000,00001100010010000000001100000000
0,00001000000010000000010000000000000000000,00001000000010000000110000000000
0,00001000000010010000000000000000000000000,00001001000010010000000000000000
0,00001000000010010000011000000000000000001,00001000000010010000011000000000
0,00001000000000000000011000000000000000000,00001000000000000000011000000000
0,00001000000000000000000000000000000000000,00000000000000000000000000000000
0,00001000000010110000010000000000000000000,00001000000010111000010000000000
0,00001000000010100000011000000000000000000,00001000000010100000011000000000
0,00001000000010100000000000000000000000001,00001010000010100000000000000000
0,00001000000010000000011100000000000000001,00001000000010000000011100000000
0,00001000000010010000001100000000000000000,00011000000010010000001100000000
0,00001000000000000000001100000000000000000,10001000000000000000001100000000
0,00001000000010110000011100000000000000000,00001000000010110000011100000000
0,00001000000010100000001100000000000000001,00101000000010100000001100000000
0,00001000000010010000010100000000000000001,00001000000010010000010100000000
0,00001000000000000000010100000000000000001,00001000000000000000010100000000
0,00001000000010100000010100000000000000000,00001000000010100000010100000000
0,00001000000010000000000100000000000000001,00001000000010000000000100000000
0,00001000000010110000000100000000000000000,00001000000010110000000100000000
0,00001000000000110000001001000000000000000,00001000000000110000001001000000
0,00001000000010000000000001000000000000000,00001000000010000000000011000000
0,00001000000010110000000001000000000000001,00001000000010110000000001001000
0,00001000000010000000001101000000000000000,00001000000010000000001101000000
0,00001000000010110000001101000000000000001,00001000000010110000001101000000
0,00001000000000110000000101000000000000001,00001000000000110000000101000000
0,00001000000000110000011101000000000000001,01001000000000110000011101000000
0,00000011000000100000000000000000000000000,00000011000000110000000000000000
0,00000011000000000000001000000000000000000,00000011000000000010001000000000
0,00000011000000100000011000000000000000000,00000011000000100000011000000000
0,00000011000000000000010000000000000000000,00000011000000000100010000000000
0,00000011000010110000000000000000000000000,00000011000000110000000000000000
0,00000011000000010000000000000000000000000,00000011000000110000000000000000
0,00000011000010110000011000000000000000001,00000011000010110000011000000000
0,00000011000000010000011000000000000000000,00000011000000010000011000000000
0,00000011000000110000010000000000000000000,00000011000000110000000000000000
0,00000011000000110000001000000000000000001,00000011000000110000000000000000
0,00000011000000100000001100000000000000001,00000011000100100000001100000000
0,00000011000000010000001100000000000000001,00000011001000010000001100000000
0,00000011000010110000001100000000000000001,00000011100010110000001100000000
0,00000011000000100000010100000000000000001,00000011000000100000010100000000
0,00000011000000010000010100000000000000001,00000011000000010000010100000000
0,00000011000010110000010100000000000000001,00000011000010110000010100000000
0,00000011000000000000000100000000000000000,00000011000000000001000100000000
0,00000011000000110000000100000000000000001,00000011000000110000000000000000
0,00000011100010000000000100000000000000000,00000011100010000010000100000000
0,00000011100010110000000100000000000000000,00000011100010110000001100000000
0,00000011100010110000011100000000000000001,00000011100010110000001100000000
0,00000011100010110000001000000000000000000,00000011100010110000001100000000
0,00000011100010000000011100000000000000001,00000011100010000100011100000000
0,00000011100010000000001000000000000000001,00000011100010000001001000000000
0,00000011100010010000000000000000000000001,00000011101010010000000000000000
0,00000011000000100000000000000000000000000,00000011000000110000000000000000
0,00000011000000000000001000000000000000001,00000011000000000010001000000000
0,00000011000000100000011000000000000000000,00000011000000100000011000000000
0,00000011000000000000010000000000000000001,00000011000000000100010000000000
0,00000011000010110000000000000000000000001,00000011000000110000000000000000
0,00000011000000010000000000000000000000001,00000011000000110000000000000000
0,00000011000010110000011000000000000000001,00000011000010110000011000000000
0,00000011000000010000011000000000000000000,00000011000000010000011000000000
0,00000011000000110000010000000000000000001,00000011000000110000000000000000
0,00000011000000110000001000000000000000001,00000011000000110000000000000000
0,00000011000000100000001100000000000000001,00000011000100100000001100000000
0,00000011000000010000001100000000000000000,00000011001000010000001100000000
0,00000011000010110000001100000000000000001,00000011100010110000001100000000
0,00000011000000100000010100000000000000001,00000011000000100000010100000000
0,00000011000000010000010100000000000000001,00000011000000010000010100000000
0,00000011000010110000010100000000000000000,00000011000010110000010100000000
0,00000011000000000000000100000000000000000,00000011000000000001000100000000
0,00000011000000110000000100000000000000001,00000011000000110000000000000000
0,00000011100010000000000100000000000000000,00000011100010000010000100000000
0,00000011100010110000000100000000000000000,00000011100010110000001100000000
0,00000011100010110000011100000000000000000,00000011100010110000001100000000
0,00000011100010110000001000000000000000001,00000011100010110000001100000000
0,00000011100010000000011100000000000000000,00000011100010000100011100000000
0,00000011100010000000001000000000000000001,00000011100010000001001000000000
0,00000011100010010000000000000000000000001,00000011101010010000000000000000
0,00000010000000000000000000000000000000000,00000000000000000000000000000000
0,00000010000000110000000000000000000000001,00000011000000110000000000000000
0,00000010000000100000010000000000000000000,00000010000000100000110000000000
0,00000010000000010000010000000000000000001,00000010000000011000010000000000
0,00000010000000000000011000000000000000001,00000010000000000000011000000000
0,00000010000000110000011000000000000000000,00000010000000110000011000000000
0,00000010000010100000011000000000000000000,00000010000010100000011000000000
0,00000010000010100000000000000000000000000,00001010000010100000000000000000
0,00000010000000000000001100000000000000000,00100010000000000000001100000000
0,00000010000000110000001100000000000000001,00010010000000110000001100000000
0,00000010000000100000011100000000000000001,00000010000000100000011100000000
0,00000010000000010000011100000000000000001,00000010000000010000011100000000
0,00000010000010100000001100000000000000001,10000010000010100000001100000000
0,00000010000000110000010100000000000000000,00000010000000110000010100000000
0,00000010000000000000010100000000000000000,00000010000000000000010100000000
0,00000010000010100000010100000000000000000,00000010000010100000010100000000
0,00000010000000100000000100000000000000001,00000010000000100000000100000000
0,00000010000000010000000100000000000000000,00000010000000010000000100000000
0,00000010100000100000000000000000000000000,10000010100000100000000000000000
0,00000010100010110000000000000000000000000,00010010100010110000000000000000
0,00000010100010000000000000000000000000000,00100010100010000000000000000000
0,00000010100010110000010100000000000000001,00000010100010110000010100000000
0,00000010100010000000010100000000000000001,00000010100010000000010100000000
0,00000010100000100000010100000000000000001,00000010100000100000010100000000
0,00000010100010110000001100000000000000001,00000011100010110000001100000000
0,00001000000010000000010000000000000000000,00001000000010000000110000000000
0,00001000000010010000000000000000000000001,00001001000010010000000000000000
0,00001000000010010000011000000000000000000,00001000000010010000011000000000
0,00001000000000000000011000000000000000000,00001000000000000000011000000000
0,00001000000000000000000000000000000000001,00000000000000000000000000000000
0,00001000000010110000010000000000000000001,00001000000010111000010000000000
0,00001000000010100000011000000000000000001,00001000000010100000011000000000
0,00001000000010100000000000000000000000001,00001010000010100000000000000000
0,00001000000010000000011100000000000000000,00001000000010000000011100000000
0,00001000000010010000001100000000000000001,00011000000010010000001100000000
0,00001000000000000000001100000000000000000,10001000000000000000001100000000
0,00001000000010110000011100000000000000000,00001000000010110000011100000000
0,00001000000010100000001100000000000000001,00101000000010100000001100000000
0,00001000000010010000010100000000000000000,00001000000010010000010100000000
0,00001000000000000000010100000000000000000,00001000000000000000010100000000
0,00001000000010100000010100000000000000001,00001000000010100000010100000000
0,00001000000010000000000100000000000000001,00001000000010000000000100000000
0,00001000000010110000000100000000000000001,00001000000010110000000100000000
0,00001000000000110000001001000000000000001,00001000000000110000001001000000
0,00001000000010000000000001000000000000000,00001000000010000000000011000000
0,00001000000010110000000001000000000000000,00001000000010110000000001001000
0,00001000000010000000001101000000000000001,00001000000010000000001101000000
0,00001000000010110000001101000000000000001,00001000000010110000001101000000
0,00001000000000110000000101000000000000000,00001000000000110000000101000000
0,00001000000000110000011101000000000000000,01001000000000110000011101000000
0,00000000000000000100000000000000011000001,00000000000011111101101101100110
0,00010000000000000100000000010000001000000,00010000000001000010101101101111
0,00000000000000000000010100000001100100010,00000000000001111101111111010001
0,00100000000000000000010100000001110100000,00100000000010111100110110110001
0,00000000000000000101000100000000101100000,00000000000010110011101011000110
0,01000000000000000100000100000000000000001,01000000000000010001011111111000
1,00000000000000010000000000000000000000000,00000000000000000000000000000000
1,00000000000010000000000000000000000000000,00000000000000000000000000000000
1,00000000000000010000011000000000000000000,00000000000000010000011000000000
1,00000000000010000000011000000000000000000,00000000000010000000011000000000
1,00000000000000000000010000000000000000000,00000000000000000000000000000000
1,00000000000000000000001000000000000000001,00000000000000000000000000000000
1,00000000000000100000000000000000000000001,00000000000000000000000000000000
1,00000000000000100000011000000000000000001,00000000000000100000011000000000
1,00000000000000110000010000000000000000001,00000000000000110100010000000000
1,00000000000000110000001000000000000000000,00000000000000110010001000000000
1,00000000000000010000001100000000000000001,00000000000100010000001100000000
1,00000000000000100000001100000000000000001,00000000001000100000001100000000
1,00000000000010000000001100000000000000000,00000000100010000000001100000000
1,00000000000000100000010100000000000000000,00000000000000100000010100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000000,00000000000000000000000000000000
1,00000000000000110000000100000000000000000,00000000000000110001000100000000
1,00000000100010110000001000000000000000000,00000000100010110001001000000000
1,00000000100010000000001000000000000000001,00000000100010000000001100000000
1,00000000100010110000011100000000000000001,00000000100010110100011100000000
1,00000000100010110000000100000000000000001,00000000100010110010000100000000
1,00000000100010000000011100000000000000000,00000000100010000000001100000000
1,00000000100010000000000100000000000000000,00000000100010000000001100000000
1,00000000100010100000000000000000000000000,00000000101010100000000000000000
1,00000000000000010000000000000000000000000,00000000000000000000000000000000
1,00000000000010000000000000000000000000001,00000000000000000000000000000000
1,00000000000000010000011000000000000000000,00000000000000010000011000000000
1,00000000000010000000011000000000000000001,00000000000010000000011000000000
1,00000000000000000000010000000000000000001,00000000000000000000000000000000
1,00000000000000000000001000000000000000000,00000000000000000000000000000000
1,00000000000000100000000000000000000000000,00000000000000000000000000000000
1,00000000000000100000011000000000000000000,00000000000000100000011000000000
1,00000000000000110000010000000000000000001,00000000000000110100010000000000
1,00000000000000110000001000000000000000001,00000000000000110010001000000000
1,00000000000000010000001100000000000000001,00000000000100010000001100000000
1,00000000000000100000001100000000000000001,00000000001000100000001100000000
1,00000000000010000000001100000000000000000,00000000100010000000001100000000
1,00000000000000100000010100000000000000001,00000000000000100000010100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000001,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000001000000000000000001,00000000100010110001001000000000
1,00000000100010000000001000000000000000000,00000000100010000000001100000000
1,00000000100010110000011100000000000000001,00000000100010110100011100000000
1,00000000100010110000000100000000000000001,00000000100010110010000100000000
1,00000000100010000000011100000000000000000,00000000100010000000001100000000
1,00000000100010000000000100000000000000001,00000000100010000000001100000000
1,00000000100010100000000000000000000000001,00000000101010100000000000000000
1,00000000000000010000000000000000000000001,00000000000000000000000000000000
1,00000000000010000000000000000000000000000,00000000000000000000000000000000
1,00000000000000010000011000000000000000001,00000000000000010000011000000000
1,00000000000010000000011000000000000000000,00000000000010000000011000000000
1,00000000000000000000010000000000000000001,00000000000000000000000000000000
1,00000000000000000000001000000000000000000,00000000000000000000000000000000
1,00000000000000100000000000000000000000001,00000000000000000000000000000000
1,00000000000000100000011000000000000000000,00000000000000100000011000000000
1,00000000000000110000010000000000000000001,00000000000000110100010000000000
1,00000000000000110000001000000000000000000,00000000000000110010001000000000
1,00000000000000010000001100000000000000001,00000000000100010000001100000000
1,00000000000000100000001100000000000000001,00000000001000100000001100000000
1,00000000000010000000001100000000000000001,00000000100010000000001100000000
1,00000000000000100000010100000000000000001,00000000000000100000010100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000000,00000000000000000000000000000000
1,00000000000000110000000100000000000000000,00000000000000110001000100000000
1,00000000100010110000001000000000000000001,00000000100010110001001000000000
1,00000000100010000000001000000000000000001,00000000100010000000001100000000
1,00000000100010110000011100000000000000001,00000000100010110100011100000000
1,00000000100010110000000100000000000000001,00000000100010110010000100000000
1,00000000100010000000011100000000000000000,00000000100010000000001100000000
1,00000000100010000000000100000000000000000,00000000100010000000001100000000
1,00000000100010100000000000000000000000000,00000000101010100000000000000000
1,00000000000000010000000000000000000000001,00000000000000000000000000000000
1,00000000000010000000000000000000000000000,00000000000000000000000000000000
1,00000000000000010000011000000000000000001,00000000000000010000011000000000
1,00000000000010000000011000000000000000001,00000000000010000000011000000000
1,00000000000000000000010000000000000000001,00000000000000000000000000000000
1,00000000000000000000001000000000000000001,00000000000000000000000000000000
1,00000000000000100000000000000000000000001,00000000000000000000000000000000
1,00000000000000100000011000000000000000000,00000000000000100000011000000000
1,00000000000000110000010000000000000000001,00000000000000110100010000000000
1,00000000000000110000001000000000000000001,00000000000000110010001000000000
1,00000000000000010000001100000000000000001,00000000000100010000001100000000
1,00000000000000100000001100000000000000001,00000000001000100000001100000000
1,00000000000010000000001100000000000000000,00000000100010000000001100000000
1,00000000000000100000010100000000000000001,00000000000000100000010100000000
1,00000000000000010000010100000000000000001,00000000000000010000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000000,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000001000000000000000000,00000000100010110001001000000000
1,00000000100010000000001000000000000000001,00000000100010000000001100000000
1,00000000100010110000011100000000000000000,00000000100010110100011100000000
1,00000000100010110000000100000000000000001,00000000100010110010000100000000
1,00000000100010000000011100000000000000001,00000000100010000000001100000000
1,00000000100010000000000100000000000000000,00000000100010000000001100000000
1,00000000100010100000000000000000000000000,00000000101010100000000000000000
1,00000000000000010000000000000000000000000,00000000000000000000000000000000
1,00000000000010000000000000000000000000001,00000000000000000000000000000000
1,00000000000000010000011000000000000000000,00000000000000010000011000000000
1,00000000000010000000011000000000000000001,00000000000010000000011000000000
1,00000000000000000000010000000000000000001,00000000000000000000000000000000
1,00000000000000000000001000000000000000001,00000000000000000000000000000000
1,00000000000000100000000000000000000000001,00000000000000000000000000000000
1,00000000000000100000011000000000000000000,00000000000000100000011000000000
1,00000000000000110000010000000000000000001,00000000000000110100010000000000
1,00000000000000110000001000000000000000000,00000000000000110010001000000000
1,00000000000000010000001100000000000000001,00000000000100010000001100000000
1,00000000000000100000001100000000000000000,00000000001000100000001100000000
1,00000000000010000000001100000000000000001,00000000100010000000001100000000
1,00000000000000100000010100000000000000000,00000000000000100000010100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
